subject_name,subject_type,relation_type,object_name,object_type
钠与硫酸铜溶液的反应,化学实体,生成物,氢氧化铜,化学实体
硫酸铜与氢氧化钠的反应,化学实体,生成物,氢氧化铜,化学实体
氢氧化钠与硫酸铜的反应,化学实体,生成物,氢氧化铜,化学实体
氢氧化铜受热分解的反应,化学实体,反应物,氢氧化铜,化学实体
氢氧化铜与氨水的反应,化学实体,反应物,氢氧化铜,化学实体
氢氧化铜与稀硫酸的反应,化学实体,反应物,氢氧化铜,化学实体
氢氧化铜与氢离子的反应,化学实体,反应物,氢氧化铜,化学实体
氢氧化铜与稀硫酸的反应,化学实体,相关于,氢氧化铜,化学实体
氢氧化铜与乙酸的反应,化学实体,反应物,氢氧化铜,化学实体
葡萄糖与新制氢氧化铜的反应,化学实体,反应物,氢氧化铜,化学实体
硫酸钙中氧的化合价,化学实体,相关于,硫酸钙,化学实体
三氧化硫与氧化钙的反应,化学实体,生成物,硫酸钙,化学实体
硫酸钙中硫的化合价,化学实体,相关于,硫酸钙,化学实体
氢氧化钙与三氧化硫的反应,化学实体,生成物,硫酸钙,化学实体
硫酸钙中钙的化合价,化学实体,相关于,硫酸钙,化学实体
有机化合物,生物实体,包括,脂质,生物实体
有机化合物,生物实体,包括,糖类,生物实体
有机化合物,生物实体,包括,蛋白质,生物实体
有机化合物,生物实体,包括,核酸,生物实体
1-丙醇催化氧化的反应,化学实体,生成物,丙醛,化学实体
勒夏特列,化学实体,人物贡献,勒夏特列原理,化学实体
勒夏特列原理,化学实体,相关人物,勒夏特列,化学实体
Ne,化学实体,读作,氖气,化学实体
物质分离与提纯的化学方法,化学实体,包括,沉淀法,化学实体
天然有机高分子化合物,化学实体,包括,天然橡胶,化学实体
钠与溴的反应,化学实体,生成物,溴化钠,化学实体
溴化钠中钠的化合价,化学实体,相关于,溴化钠,化学实体
溴化钠与浓硫酸的反应,化学实体,反应物,溴化钠,化学实体
溴乙烷与氢氧化钠水解的反应,化学实体,生成物,溴化钠,化学实体
溴化钠中溴的化合价,化学实体,相关于,溴化钠,化学实体
溴乙烷与氢氧化钠消去的反应,化学实体,生成物,溴化钠,化学实体
能源,地理实体,类别,可再生能源,地理实体
一次能源,物理实体,,可再生能源,地理实体
可再生能源,地理实体,力,乙醇,化学实体
可再生能源,地理实体,部分于,能源,地理实体
碳酸氢钠与稀盐酸的反应,化学实体,相关于,盐酸,化学实体
碳酸钙与稀盐酸的反应,化学实体,相关于,盐酸,化学实体
酸,化学实体,包括,盐酸,化学实体
硝酸银与稀盐酸的反应,化学实体,反应物,盐酸,化学实体
氧化钠与盐酸的反应,化学实体,相关于,盐酸,化学实体
硝酸银与稀盐酸的反应,化学实体,相关于,盐酸,化学实体
稀盐酸与酸碱指示剂作用,化学实体,相关于,盐酸,化学实体
氢氧化钠与稀盐酸的反应,化学实体,相关于,盐酸,化学实体
粗硅提纯的反应,化学实体,相关于,盐酸,化学实体
碳酸钠与稀盐酸的反应,化学实体,反应物,盐酸,化学实体
过氧化钠与盐酸的反应,化学实体,相关于,盐酸,化学实体
碳酸钠与稀盐酸的反应,化学实体,相关于,盐酸,化学实体
氢氧化钠与稀盐酸的反应,化学实体,反应物,盐酸,化学实体
过氧化钠与盐酸的反应,化学实体,反应物,盐酸,化学实体
HCl,化学实体,读作,盐酸,化学实体
合金,化学实体,包括,青铜,化学实体
高锰酸钾分解的反应,化学实体,生成物,二氧化锰,化学实体
实验室制氯气的反应,化学实体,反应物,二氧化锰,化学实体
二氧化锰中氧的化合价,化学实体,相关于,二氧化锰,化学实体
二氧化锰中锰的化合价,化学实体,相关于,二氧化锰,化学实体
普通锌锰干电池的反应,化学实体,反应物,二氧化锰,化学实体
碱性锌锰干电池的反应,化学实体,反应物,二氧化锰,化学实体
硅酸盐,化学实体,包括,陶瓷,化学实体
硅酸盐,化学实体,包括,水泥,化学实体
硅酸盐,化学实体,包括,玻璃,化学实体
有机合成材料,化学实体,包括,合成纤维,化学实体
质量,物理实体,相关于,重力与质量的关系,物理实体
银镜反应,化学实体,反应物,银氨溶液,化学实体
苯与氯气的反应,化学实体,反应物,苯,化学实体
苯的键角,化学实体,属于,苯,化学实体
芳香烃,化学实体,包含,苯,化学实体
苯与氧气燃烧的反应,化学实体,反应物,苯,化学实体
苯与溴单质取代的反应,化学实体,反应物,苯,化学实体
苯的比例模型,化学实体,属于,苯,化学实体
苯与酸性高锰酸钾溶液不反应,化学实体,属于,苯,化学实体
$C_{6}H_{6}$,化学实体,读作,苯,化学实体
苯与硝酸的反应,化学实体,反应物,苯,化学实体
苯与硝酸的反应,化学实体,相关于,苯,化学实体
苯与液溴的反应,化学实体,反应物,苯,化学实体
苯与氢气的反应,化学实体,反应物,苯,化学实体
三氧化硫与氧化钠的反应,化学实体,反应物,三氧化硫,化学实体
$SO_{3}$,化学实体,读作,三氧化硫,化学实体
氢氧化钙与三氧化硫的反应,化学实体,反应物,三氧化硫,化学实体
氢氧化钠与三氧化硫的反应,化学实体,反应物,三氧化硫,化学实体
水与三氧化硫的反应,化学实体,反应物,三氧化硫,化学实体
三氧化硫与氢氧化钡的反应,化学实体,反应物,三氧化硫,化学实体
三氧化硫与水的反应,化学实体,反应物,三氧化硫,化学实体
三氧化硫与氧化钙的反应,化学实体,反应物,三氧化硫,化学实体
二氧化硫与氧气的反应,化学实体,生成物,三氧化硫,化学实体
三氧化硫与氢氧化钠的反应,化学实体,反应物,三氧化硫,化学实体
基本性质,数学实体,相关于,分子,数学实体
对数变换,数学实体,相关于,分子,数学实体
除法法则,数学实体,相关于,分子,数学实体
乘法法则,数学实体,相关于,分子,数学实体
约分法则,数学实体,相关于,分子,数学实体
同分母分式相加减,数学实体,相关于,分子,数学实体
分子,数学实体,包含于,原子,物理实体
分子,数学实体,部分于,分式,数学实体
分子,数学实体,部分于,分数,数学实体
银镜反应,化学实体,反应物,葡萄糖,生物实体
葡萄糖与氢气加成的反应,化学实体,反应物,葡萄糖,生物实体
葡萄糖与新制氢氧化铜的反应,化学实体,反应物,葡萄糖,生物实体
葡萄糖与氧气缓慢氧化的反应,化学实体,反应物,葡萄糖,生物实体
葡萄糖与氧气燃烧的反应,化学实体,反应物,葡萄糖,生物实体
麦芽糖水解的反应,化学实体,生成物,葡萄糖,生物实体
$C_{6}H_{12}O_{6}$,化学实体,读作,葡萄糖,生物实体
蔗糖水解的反应,化学实体,生成物,葡萄糖,生物实体
植物光合作用的反应,化学实体,生成物,葡萄糖,生物实体
纤维素水解的反应,化学实体,生成物,葡萄糖,生物实体
糖类,生物实体,包括,葡萄糖,生物实体
单糖,生物实体,包括,葡萄糖,生物实体
多糖,生物实体,包含于,葡萄糖,生物实体
还原糖,生物实体,包括,葡萄糖,生物实体
葡萄糖,生物实体,包含于,多糖（淀粉、纤维素、糖原）,生物实体
最小正周期的定义,数学实体,相关于,周期,地理实体
最小周期,数学实体,属于,周期,地理实体
恒星日,地理实体,属于,周期,地理实体
太阳日,地理实体,属于,周期,地理实体
地球公转,地理实体,试题限制,周期,地理实体
地球自转,地理实体,试题限制,周期,地理实体
恒星年,地理实体,属于,周期,地理实体
回归年,地理实体,属于,周期,地理实体
周期,地理实体,部分于,周期函数,数学实体
硫与浓硝酸的反应,化学实体,生成物,二氧化氮,化学实体
铜与浓硝酸的反应,化学实体,生成物,二氧化氮,化学实体
碳与浓硝酸的反应,化学实体,相关于,二氧化氮,化学实体
碳与浓硝酸的反应,化学实体,生成物,二氧化氮,化学实体
一氧化氮与氧气的反应,化学实体,生成物,二氧化氮,化学实体
二氧化氮与水的反应,化学实体,反应物,二氧化氮,化学实体
硝酸分解的反应,化学实体,生成物,二氧化氮,化学实体
硫化氢与浓硝酸的反应,化学实体,生成物,二氧化氮,化学实体
FeO,化学实体,读作,氧化亚铁,化学实体
碳酸根离子水解的反应,化学实体,反应物,碳酸根离子,化学实体
铝离子与碳酸根离子水解的反应,化学实体,反应物,碳酸根离子,化学实体
石油,地理实体,组成元素,氮,化学实体
煤,地理实体,组成元素,氮,化学实体
非金属氧化物,化学实体,包含,酸性氧化物,化学实体
碱性溶液,化学实体,力,碳酸钠溶液,化学实体
氯化铵与氢氧化钙的反应,化学实体,反应物,氯化铵,化学实体
氯化银与氨水的反应,化学实体,生成物,氯化铵,化学实体
氨气与少量氯气的反应,化学实体,生成物,氯化铵,化学实体
氯化铵中氯的化合价,化学实体,相关于,氯化铵,化学实体
氯化铵受热分解的反应,化学实体,反应物,氯化铵,化学实体
氯化铵与氢氧化钠的反应,化学实体,反应物,氯化铵,化学实体
氯化铵中氢的化合价,化学实体,相关于,氯化铵,化学实体
氯化铵中氮的化合价,化学实体,相关于,氯化铵,化学实体
氯化铵与氢氧化钡晶体的反应,化学实体,反应物,氯化铵,化学实体
丙烯腈加聚的反应,化学实体,生成物,聚丙烯腈,化学实体
化学物质,化学实体,包括,还含有气体分子（主要是氧气和二氧化碳）、调节生命活动的各种激素、其他有机物（如维 ..,生物实体
化学物质,化学实体,包括,无机物和有机物,生物实体
太阳辐射,地理实体,部分于,能源,地理实体
常规能源,地理实体,部分于,能源,地理实体
地球内部,地理实体,部分于,能源,地理实体
非可再生能源,地理实体,部分于,能源,地理实体
月球、太阳引力,地理实体,部分于,能源,地理实体
可再生能源,地理实体,部分于,能源,地理实体
新能源,地理实体,部分于,能源,地理实体
能源,地理实体,类别,常规能源,地理实体
能源,地理实体,类别,新能源,地理实体
能源,地理实体,类别,二次能源,物理实体
能源,地理实体,类别,一次能源,物理实体
能源,地理实体,类别,可再生能源,地理实体
能源,地理实体,类别,不可再生能源,地理实体
乙炔与氧气燃烧的反应,化学实体,反应物,乙炔,化学实体
乙炔与溴单质的反应,化学实体,反应物,乙炔,化学实体
乙炔与氢气的反应,化学实体,反应物,乙炔,化学实体
乙炔与水的反应,化学实体,反应物,乙炔,化学实体
碳化钙与水的反应,化学实体,生成物,乙炔,化学实体
乙炔与氯化氢的反应,化学实体,反应物,乙炔,化学实体
二氧化碳,地理实体,术语类别,酸性氧化物,化学实体
二氧化硅,化学实体,术语类别,酸性氧化物,化学实体
非金属氧化物,化学实体,包含,酸性氧化物,化学实体
乙酸与乙醇酯化的反应,化学实体,生成物,乙酸乙酯,化学实体
乙醇与乙酸的反应,化学实体,生成物,乙酸乙酯,化学实体
氨气与二氧化碳的反应,化学实体,生成物,尿素,化学实体
$CO(NH_{2})_{2}$,化学实体,读作,尿素,化学实体
Xe,化学实体,读作,氙气,化学实体
水的净化方法,化学实体,包括,蒸馏,化学实体
血液,生物实体,包含于,由血浆和各种血细胞组成，其中红细胞最多,生物实体
血液,生物实体,包括,血细胞,生物实体
血液,生物实体,包含于,由血浆和血细胞（包括红细胞、白细胞、血小板）构成的,生物实体
血液,生物实体,包括,血浆,生物实体
碳酸氢铵受热分解的反应,化学实体,反应物,碳酸氢铵,化学实体
碳酸氢铵中氮的化合价,化学实体,相关于,碳酸氢铵,化学实体
碳酸氢铵中氢的化合价,化学实体,相关于,碳酸氢铵,化学实体
碳酸氢铵中碳的化合价,化学实体,相关于,碳酸氢铵,化学实体
碳酸氢铵分解的反应,化学实体,反应物,碳酸氢铵,化学实体
$NH_{4}HCO_{3}$,化学实体,读作,碳酸氢铵,化学实体
碳酸氢铵中氧的化合价,化学实体,相关于,碳酸氢铵,化学实体
实验室制氯气的反应,化学实体,反应物,浓盐酸,化学实体
二糖,生物实体,包括,蔗糖,化学实体
糖类,生物实体,包括,蔗糖,化学实体
蔗糖水解的反应,化学实体,反应物,蔗糖,化学实体
$C_{12}H_{22}O_{11}$,化学实体,读作,蔗糖,化学实体
氟化钠中钠的化合价,化学实体,相关于,氟化钠,化学实体
氟化钠中氟的化合价,化学实体,相关于,氟化钠,化学实体
水的净化方法,化学实体,包括,过滤,化学实体
氨基酸,生物实体,包含于,蛋白质,生物实体
细胞膜,生物实体,包括,蛋白质,生物实体
人体中的六大基本营养素,化学实体,包括,蛋白质,生物实体
有机化合物,生物实体,包括,蛋白质,生物实体
食物中的功能物质,生物实体,包括,蛋白质,生物实体
植物细胞中的有机物,生物实体,包括,蛋白质,生物实体
生物大分子,生物实体,包括,蛋白质,生物实体
大分子物质,生物实体,包括,蛋白质,生物实体
蛋白质,生物实体,包含于,氨基酸,生物实体
蛋白质,生物实体,包括,载体蛋白,生物实体
蛋白质,生物实体,包括,细胞内蛋白,生物实体
蛋白质,生物实体,包括,分泌蛋白,生物实体
蛋白质,生物实体,相关于,干重含量最多的化合物,生物实体
蛋白质,生物实体,相关于,蛋白质的盐析,生物实体
蛋白质,生物实体,相关于,蛋白质的灼烧,化学实体
蛋白质,生物实体,相关于,蛋白质的检验,化学实体
蛋白质,生物实体,相关于,蛋白质的多样性,化学实体
蛋白质,生物实体,相关于,蛋白质的变性,生物实体
蛋白质,生物实体,相关于,血红蛋白,生物实体
NaOH,化学实体,读作,氢氧化钠,化学实体
$NH_{3}$,化学实体,读作,液氨,化学实体
无机非金属材料,化学实体,包括,陶瓷,化学实体
传统无机非金属材料,化学实体,包括,陶瓷,化学实体
硅酸盐,化学实体,包括,陶瓷,化学实体
氟化氢中氟的化合价,化学实体,相关于,氟化氢,化学实体
氟化氢中氢的化合价,化学实体,相关于,氟化氢,化学实体
氟气与水的反应,化学实体,生成物,氟化氢,化学实体
二氧化硅与氟化氢的反应,化学实体,反应物,氟化氢,化学实体
Al,化学实体,读作,铝单质,化学实体
氧化钠与盐酸的反应,化学实体,反应物,稀盐酸,化学实体
碳酸钙与稀盐酸的反应,化学实体,反应物,稀盐酸,化学实体
硅酸钠与稀盐酸的反应,化学实体,反应物,稀盐酸,化学实体
碳酸氢钠与稀盐酸的反应,化学实体,反应物,稀盐酸,化学实体
镁与稀盐酸的反应,化学实体,反应物,稀盐酸,化学实体
氢氧化铜与稀盐酸的反应,化学实体,反应物,稀盐酸,化学实体
铁与稀盐酸的反应,化学实体,反应物,稀盐酸,化学实体
铝与稀盐酸的反应,化学实体,反应物,稀盐酸,化学实体
稀盐酸与酸碱指示剂作用,化学实体,反应物,稀盐酸,化学实体
锌与稀盐酸的反应,化学实体,反应物,稀盐酸,化学实体
苯酚钠与稀盐酸的反应,化学实体,反应物,稀盐酸,化学实体
氧化铝与稀盐酸的反应,化学实体,反应物,稀盐酸,化学实体
氢氧化铝与稀盐酸的反应,化学实体,反应物,稀盐酸,化学实体
氧化铁与稀盐酸的反应,化学实体,反应物,稀盐酸,化学实体
氢氧化钙与稀盐酸的反应,化学实体,反应物,稀盐酸,化学实体
钠与稀盐酸的反应,化学实体,反应物,稀盐酸,化学实体
碳酸钾与稀盐酸的反应,化学实体,反应物,稀盐酸,化学实体
氧化铜与稀盐酸的反应,化学实体,反应物,稀盐酸,化学实体
氢氧化镁与稀盐酸的反应,化学实体,反应物,稀盐酸,化学实体
生物体中的主要能源物质,生物实体,包含于,糖类,生物实体
有机化合物,生物实体,包括,糖类,生物实体
食物中的功能物质,生物实体,包括,糖类,生物实体
人体中的六大基本营养素,化学实体,包括,糖类,生物实体
糖类,生物实体,包括,单糖,生物实体
糖类,生物实体,包括,淀粉,生物实体
糖类,生物实体,包括,多糖,生物实体
糖类,生物实体,包括,葡萄糖,生物实体
糖类,生物实体,包括,二糖,生物实体
糖类,生物实体,包括,葡萄糖、蔗糖、淀粉,生物实体
糖类,生物实体,包括,蔗糖,化学实体
糖类,生物实体,相关于,不含N的有机化合物,生物实体
电解氯化钠溶液的反应,化学实体,相关于,氯化钠,化学实体
氯气与氢氧化钠的反应,化学实体,生成物,氯化钠,化学实体
氧化钠与盐酸的反应,化学实体,生成物,氯化钠,化学实体
钠与氯气的反应,化学实体,生成物,氯化钠,化学实体
电解氯化钠溶液的反应,化学实体,反应物,氯化钠,化学实体
电解熔融氯化钠的反应,化学实体,反应物,氯化钠,化学实体
硅酸钠与稀盐酸的反应,化学实体,生成物,氯化钠,化学实体
电解氯化钠的反应,化学实体,反应物,氯化钠,化学实体
碳酸氢钠与稀盐酸的反应,化学实体,生成物,氯化钠,化学实体
钠与稀盐酸的反应,化学实体,生成物,氯化钠,化学实体
NaCl,化学实体,读作,氯化钠,化学实体
过氧化钠与盐酸的反应,化学实体,生成物,氯化钠,化学实体
电解饱和食盐水的反应,化学实体,反应物,氯化钠,化学实体
苯酚钠与稀盐酸的反应,化学实体,生成物,氯化钠,化学实体
氯化铵与氢氧化钠的反应,化学实体,生成物,氯化钠,化学实体
氯化铁与氢氧化钠的反应,化学实体,生成物,氯化钠,化学实体
硝酸银与氯化钠的反应,化学实体,相关于,氯化钠,化学实体
碳酸钠与稀盐酸的反应,化学实体,生成物,氯化钠,化学实体
氯化钙与碳酸钠的反应,化学实体,生成物,氯化钠,化学实体
硝酸银与氯化钠的反应,化学实体,反应物,氯化钠,化学实体
氢氧化钠与稀盐酸的反应,化学实体,生成物,氯化钠,化学实体
大量元素,生物实体,包括,Mg,化学实体
常见的还原剂,化学实体,包括,Mg,化学实体
Mg,化学实体,读作,镁,化学实体
空气的主要成分,化学实体,包括,稀有气体,化学实体
石蜡与氧气的反应,化学实体,反应物,石蜡,化学实体
电解池中的电子流向,化学实体,属于,电解池,化学实体
电解氯化钠的反应,化学实体,相关于,电解池,化学实体
电解熔融氯化镁的反应,化学实体,相关于,电解池,化学实体
电解池电解原理,化学实体,相关于,电解池,化学实体
电解熔融氯化钠的反应,化学实体,相关于,电解池,化学实体
电解池构成条件,化学实体,相关于,电解池,化学实体
铁件镀锌的反应,化学实体,相关于,电解池,化学实体
电解熔融氧化铝的反应,化学实体,相关于,电解池,化学实体
电解精炼粗铜的反应,化学实体,相关于,电解池,化学实体
碳与氧化铁的反应,化学实体,反应物,焦炭,化学实体
苯乙烯加聚的反应,化学实体,反应物,苯乙烯,化学实体
水浴加热的优点,化学实体,相关于,水浴加热,化学实体
生铁和钢的主要区别,化学实体,相关于,生铁,化学实体
合金,化学实体,包括,生铁,化学实体
一级能源,化学实体,力,煤,地理实体
煤的综合利用措施,化学实体,相关于,煤,地理实体
减少煤燃烧污染的措施,化学实体,相关于,煤,地理实体
化石燃料,地理实体,包括,煤,地理实体
煤,地理实体,组成元素,氮,化学实体
煤,地理实体,组成元素,碳,化学实体
煤,地理实体,组成元素,氧,化学实体
煤,地理实体,组成元素,硅,化学实体
煤,地理实体,组成元素,氢,化学实体
甲苯与硝酸三硝基取代的反应,化学实体,反应物,硝酸,化学实体
酸,化学实体,包括,硝酸,化学实体
硝酸银与稀盐酸的反应,化学实体,生成物,硝酸,化学实体
硝酸钡与稀硫酸的反应,化学实体,生成物,硝酸,化学实体
甲苯与硝酸一硝基取代的反应,化学实体,反应物,硝酸,化学实体
苯与硝酸的反应,化学实体,反应物,硝酸,化学实体
二氧化氮与水的反应,化学实体,生成物,硝酸,化学实体
$HNO_{3}$,化学实体,读作,硝酸,化学实体
硝酸分解的反应,化学实体,反应物,硝酸,化学实体
苯与硝酸的反应,化学实体,相关于,硝酸,化学实体
硝酸铵受热分解的反应,化学实体,生成物,硝酸,化学实体
硝酸,化学实体,性质,浓硝酸的漂白作用,化学实体
硝酸,化学实体,性质,浓硝酸使铁铝钝化,化学实体
清洁能源,生物实体,包括,沼气,地理实体
清洁能源,生物实体,包括,甲烷,化学实体
清洁能源,生物实体,力,乙醇,化学实体
清洁能源,生物实体,力,甲烷,化学实体
难溶性碱,化学实体,包括,氢氧化铁,化学实体
氢氧化铁分解的反应,化学实体,反应物,氢氧化铁,化学实体
氢氧化铁与氢碘酸的反应,化学实体,相关于,氢氧化铁,化学实体
氢氧化铁分解的反应,化学实体,相关于,氢氧化铁,化学实体
$Fe（OH）_{3}$,化学实体,读作,氢氧化铁,化学实体
氢氧化铁受热分解的反应,化学实体,相关于,氢氧化铁,化学实体
氢氧化亚铁与水和氧气的反应,化学实体,生成物,氢氧化铁,化学实体
氢氧化铁与氢碘酸的反应,化学实体,反应物,氢氧化铁,化学实体
亚铁离子与次氯酸跟离子的反应,化学实体,生成物,氢氧化铁,化学实体
铁离子与氨水的反应,化学实体,生成物,氢氧化铁,化学实体
氢氧化铁与氢离子的反应,化学实体,反应物,氢氧化铁,化学实体
氢氧化铁受热分解的反应,化学实体,反应物,氢氧化铁,化学实体
氢氧化铁与氢离子的反应,化学实体,相关于,氢氧化铁,化学实体
氯化铁与氢氧化钠的反应,化学实体,生成物,氢氧化铁,化学实体
分子,数学实体,包含于,原子,物理实体
原子,物理实体,包含于,滑轮组,物理实体
原子,物理实体,构造,核外电子,物理实体
原子,物理实体,包含于,核外电子,物理实体
原子,物理实体,包含于,电子,物理实体
原子,物理实体,构造,原子核,物理实体
原子,物理实体,包含于,卢瑟福在成功地进行了α粒子的散射实验后，提出了原子核式结构模型。原子的中心有一个 ..,物理实体
原子,物理实体,包含于,原子核,物理实体
南半球,地理实体,部分于,地球,地理实体
地轴,地理实体,部分于,地球,地理实体
西半球,地理实体,部分于,地球,地理实体
东半球,地理实体,部分于,地球,地理实体
陆半球,地理实体,部分于,地球,地理实体
水半球,地理实体,部分于,地球,地理实体
北半球,地理实体,部分于,地球,地理实体
地球,地理实体,属于,类地行星,地理实体
地球,地理实体,部分于,类地行星,地理实体
地球,地理实体,部分于,地月系,地理实体
地球,地理实体,部分于,八大行星,地理实体
地球,地理实体,试题限制,太阳活动对地球的影响,地理实体
地球,地理实体,试题限制,外部圈层,地理实体
地球,地理实体,试题限制,内部圈层,地理实体
有机合成材料,化学实体,包括,塑料,化学实体
单质,化学实体,包含,非金属单质,化学实体
原子,物理实体,包含于,电子,物理实体
RCOOR,化学实体,读作,酯,化学实体
硝酸银中银的化合价,化学实体,相关于,硝酸银,化学实体
铜与硝酸银溶液的反应,化学实体,反应物,硝酸银,化学实体
硝酸银与稀盐酸的反应,化学实体,反应物,硝酸银,化学实体
铁与硝酸银溶液的反应,化学实体,反应物,硝酸银,化学实体
锌与硝酸银溶液的反应,化学实体,反应物,硝酸银,化学实体
铜与硝酸银的反应,化学实体,反应物,硝酸银,化学实体
硝酸银中氮的化合价,化学实体,相关于,硝酸银,化学实体
硝酸银与氯化钠的反应,化学实体,反应物,硝酸银,化学实体
硫化银与稀硝酸的反应,化学实体,生成物,硝酸银,化学实体
硝酸银中氧的化合价,化学实体,相关于,硝酸银,化学实体
四氟乙烯加聚的反应,化学实体,反应物,四氟乙烯,化学实体
换元法的定义,数学实体,相关于,元素,数学实体
表示法,数学实体,相关于,元素,数学实体
表示法,数学实体,相关于,元素,数学实体
表示法,数学实体,相关于,元素,数学实体
关系,数学实体,相关于,元素,数学实体
相等,数学实体,相关于,元素,数学实体
分类,数学实体,相关于,元素,数学实体
分类,数学实体,相关于,元素,数学实体
平面几何中的向量方法,数学实体,相关于,元素,数学实体
有限集的定义,数学实体,相关于,元素,数学实体
点集的定义,数学实体,相关于,元素,数学实体
基本要素,数学实体,相关于,元素,数学实体
数集的定义,数学实体,相关于,元素,数学实体
互异性,数学实体,相关于,元素,数学实体
存在性,数学实体,相关于,元素,数学实体
无序性,数学实体,相关于,元素,数学实体
唯一性,数学实体,相关于,元素,数学实体
封闭性,数学实体,相关于,元素,数学实体
属于,数学实体,相关于,元素,数学实体
几何体的性质,数学实体,相关于,元素,数学实体
无限集的定义,数学实体,相关于,元素,数学实体
属于,数学实体,左相关于,元素,数学实体
银镜反应,化学实体,反应物,甲醛,化学实体
苯酚与甲醛缩聚的反应,化学实体,反应物,甲醛,化学实体
$CH_{2}O$,化学实体,读作,甲醛,化学实体
合金,化学实体,包括,生铁,化学实体
合金,化学实体,包括,钢,化学实体
合金,化学实体,包括,黄金,化学实体
合金,化学实体,包括,钛合金,化学实体
合金,化学实体,包括,白金,化学实体
合金,化学实体,包括,青铜,化学实体
合金,化学实体,包括,黄铜,化学实体
原电池正、负极的判断方法,化学实体,相关于,原电池,化学实体
原电池的构成条件,化学实体,相关于,原电池,化学实体
原电池中盐桥的作用,化学实体,相关于,原电池,化学实体
原电池中的电荷流动,化学实体,相关于,原电池,化学实体
酸性氢氧燃料电池的反应,化学实体,相关于,原电池,化学实体
原电池的工作原理,化学实体,相关于,原电池,化学实体
碱性氢氧燃料电池的反应,化学实体,相关于,原电池,化学实体
锌银电池,化学实体,相关于,原电池,化学实体
铅蓄电池充电时的反应,化学实体,相关于,原电池,化学实体
碱性锌锰干电池的反应,化学实体,相关于,原电池,化学实体
铅蓄电池放电时的反应,化学实体,相关于,原电池,化学实体
甲烷氧气燃料电池的反应,化学实体,相关于,原电池,化学实体
锂电池的反应,化学实体,相关于,原电池,化学实体
原电池原理的应用,化学实体,相关于,原电池,化学实体
原电池中的电子流向,化学实体,属于,原电池,化学实体
原电池电极反应式的书写,化学实体,相关于,原电池,化学实体
原电池的负极,化学实体,相关于,原电池,化学实体
原电池的正极,化学实体,相关于,原电池,化学实体
碳酸钙与乙酸的反应,化学实体,反应物,乙酸,化学实体
酸,化学实体,包括,乙酸,化学实体
乙酸的比例模型,化学实体,属于,乙酸,化学实体
乙醛与氧气催化氧化的反应,化学实体,生成物,乙酸,化学实体
氢氧化铜与乙酸的反应,化学实体,反应物,乙酸,化学实体
乙酸与乙醇酯化的反应,化学实体,反应物,乙酸,化学实体
锌与乙酸的反应,化学实体,反应物,乙酸,化学实体
乙醇与乙酸的反应,化学实体,反应物,乙酸,化学实体
乙酸与甲醇分子间脱水的反应,化学实体,反应物,乙酸,化学实体
乙酸电离的反应,化学实体,反应物,乙酸,化学实体
氧化镁与乙酸的反应,化学实体,反应物,乙酸,化学实体
$C_{2}H_{4}O_{2}$,化学实体,读作,乙酸,化学实体
丙烯腈加聚的反应,化学实体,反应物,丙烯腈,化学实体
氯化钡与稀硫酸的反应,化学实体,生成物,硫酸钡,化学实体
硫酸钡中氧的化合价,化学实体,相关于,硫酸钡,化学实体
硫酸钡中钡的化合价,化学实体,相关于,硫酸钡,化学实体
硫酸铜与氯化钡的反应,化学实体,生成物,硫酸钡,化学实体
三氧化硫与氢氧化钡的反应,化学实体,生成物,硫酸钡,化学实体
硫酸钡中硫的化合价,化学实体,相关于,硫酸钡,化学实体
氢氧化钡与稀硫酸的反应,化学实体,生成物,硫酸钡,化学实体
硝酸钡与稀硫酸的反应,化学实体,生成物,硫酸钡,化学实体
NaCl,化学实体,读作,氯化钠,化学实体
Ar,化学实体,读作,氩气,化学实体
氯气与氢氧化钙的反应,化学实体,生成物,次氯酸钙,化学实体
次氯酸钙中氯的化合价,化学实体,相关于,次氯酸钙,化学实体
次氯酸钙中氧的化合价,化学实体,相关于,次氯酸钙,化学实体
次氯酸钙中钙的化合价,化学实体,相关于,次氯酸钙,化学实体
次氯酸钙与二氧化碳和水的反应,化学实体,反应物,次氯酸钙,化学实体
脂溶性,生物实体,包括,维生素A,生物实体
维生素,生物实体,包括,维生素A,生物实体
不可再生能源,地理实体,力,化石燃料,地理实体
化石燃料燃烧产生的物质,化学实体,相关于,化石燃料,地理实体
化石燃料,地理实体,包括,石油,地理实体
化石燃料,地理实体,包括,天然气,地理实体
化石燃料,地理实体,包括,煤,地理实体
核苷酸,生物实体,包含于,核酸,生物实体
有机化合物,生物实体,包括,核酸,生物实体
核酸,生物实体,包含于,核苷酸,生物实体
核酸,生物实体,相关于,含有N、P的有机化合,生物实体
核酸,生物实体,包括,脱氧核糖核酸,生物实体
核酸,生物实体,包括,核糖核酸,生物实体
固体,物理实体,类别,非晶体,物理实体
甲烷与氯气的反应,化学实体,生成物,四氯化碳,化学实体
天然气,地理实体,主要成分,甲烷,化学实体
沼气,地理实体,主要成分,甲烷,化学实体
清洁能源,生物实体,包括,甲烷,化学实体
清洁能源,生物实体,力,甲烷,化学实体
甲烷与氧气的反应,化学实体,相关于,甲烷,化学实体
$CH_{4}$,化学实体,读作,甲烷,化学实体
甲烷与氯气的反应,化学实体,反应物,甲烷,化学实体
